Generated by Angry IP Scanner 3.9.1
https://angryip.org

Scanned 109.224.0.0 - 109.224.63.255
Mar 13, 2024, 5:00:23 PM

IP              Ping            Hostname                Ports           
109.224.5.245   302 ms          [n/a]                   80              
109.224.6.2     331 ms          [n/a]                   21,22,80,443    
109.224.5.202   312 ms          [n/a]                   21-23,80        
109.224.6.12    335 ms          [n/a]                   80,443          
109.224.5.141   308 ms          [n/a]                   22,23           
109.224.6.43    335 ms          [n/a]                   21-23,80        
109.224.6.26    332 ms          [n/a]                   80              
109.224.6.58    340 ms          [n/a]                   21-23,80        
109.224.6.60    334 ms          [n/a]                   22,80           
109.224.6.98    341 ms          [n/a]                   21-23,80,443    
109.224.6.74    339 ms          [n/a]                   22,23           
109.224.6.83    334 ms          [n/a]                   22,443          
109.224.6.114   320 ms          [n/a]                   21-23,80        
109.224.6.122   318 ms          [n/a]                   21-23,80,443    
109.224.6.82    333 ms          [n/a]                   22              
109.224.6.78    343 ms          [n/a]                   23              
109.224.6.85    331 ms          [n/a]                   22              
109.224.6.139   329 ms          [n/a]                   22,80,443       
109.224.6.146   345 ms          [n/a]                   80,3389         
109.224.6.130   328 ms          [n/a]                   23              
109.224.6.38    337 ms          [n/a]                   22,80           
109.224.6.138   331 ms          [n/a]                   80              
109.224.6.142   328 ms          [n/a]                   22              
109.224.6.162   320 ms          [n/a]                   22,23           
109.224.6.158   328 ms          [n/a]                   23,80           
109.224.6.150   339 ms          [n/a]                   22              
109.224.6.187   338 ms          [n/a]                   21-23,80        
109.224.6.169   316 ms          [n/a]                   22              
109.224.6.170   332 ms          [n/a]                   80              
109.224.6.202   312 ms          [n/a]                   21-23           
109.224.6.66    342 ms          [n/a]                   22              
109.224.7.34    338 ms          [n/a]                   22,23           
109.224.7.38    335 ms          [n/a]                   22,23           
109.224.7.86    329 ms          [n/a]                   23,443          
109.224.7.84    335 ms          [n/a]                   23,443          
109.224.7.83    338 ms          [n/a]                   23,443          
109.224.7.85    339 ms          [n/a]                   23,443          
109.224.7.141   325 ms          [n/a]                   21-23,80        
109.224.7.133   345 ms          [n/a]                   22,443          
109.224.7.131   340 ms          [n/a]                   22              
109.224.7.146   328 ms          [n/a]                   80,443          
109.224.7.130   340 ms          [n/a]                   443             
109.224.7.222   329 ms          [n/a]                   21-23,80,443    
109.224.7.218   332 ms          [n/a]                   21-23,443       
109.224.7.210   328 ms          [n/a]                   22              
109.224.8.86    338 ms          [n/a]                   21,80,443       
109.224.8.82    337 ms          [n/a]                   80,443          
109.224.8.89    330 ms          [n/a]                   80,443          
109.224.8.91    331 ms          [n/a]                   80,443          
109.224.8.90    332 ms          [n/a]                   80,443          
109.224.8.93    330 ms          [n/a]                   80,443          
109.224.10.46   322 ms          [n/a]                   22,23           
109.224.10.147  332 ms          [n/a]                   80              
109.224.10.146  330 ms          [n/a]                   22,23           
109.224.10.148  331 ms          [n/a]                   80,3389         
109.224.11.138  336 ms          [n/a]                   21-23,80        
109.224.11.162  340 ms          [n/a]                   21-23,80        
109.224.11.157  330 ms          [n/a]                   22              
109.224.11.170  343 ms          [n/a]                   22,23           
109.224.12.3    318 ms          [n/a]                   21-23,443,3389,8080
109.224.12.4    336 ms          [n/a]                   21-23,80,443    
109.224.12.5    336 ms          [n/a]                   23,443          
109.224.12.162  334 ms          [n/a]                   21,80,3389      
109.224.12.170  333 ms          [n/a]                   22,23,80        
109.224.12.173  325 ms          [n/a]                   443             
109.224.12.174  329 ms          [n/a]                   22              
109.224.12.235  340 ms          [n/a]                   21-23,80        
109.224.13.148  315 ms          [n/a]                   80,443          
109.224.13.149  319 ms          [n/a]                   80,443          
109.224.13.150  320 ms          [n/a]                   80,443          
109.224.13.151  329 ms          [n/a]                   80,443          
109.224.13.154  331 ms          [n/a]                   80,443          
109.224.13.152  332 ms          [n/a]                   80,443          
109.224.13.156  322 ms          [n/a]                   80,443          
109.224.13.155  340 ms          [n/a]                   80,443          
109.224.13.153  336 ms          [n/a]                   80,443          
109.224.13.159  322 ms          [n/a]                   80,443          
109.224.13.158  324 ms          [n/a]                   80,443          
109.224.13.157  328 ms          [n/a]                   80,443          
109.224.13.177  297 ms          [n/a]                   80,443          
109.224.13.178  300 ms          [n/a]                   80,443          
109.224.13.163  330 ms          [n/a]                   80,443          
109.224.13.162  324 ms          [n/a]                   80,443          
109.224.13.161  334 ms          [n/a]                   80,443          
109.224.13.176  308 ms          [n/a]                   80,443          
109.224.13.175  308 ms          [n/a]                   80,443          
109.224.13.179  326 ms          [n/a]                   80,443          
109.224.13.174  328 ms          [n/a]                   80,443          
109.224.13.185  308 ms          [n/a]                   80,443          
109.224.13.180  307 ms          [n/a]                   80,443          
109.224.13.186  310 ms          [n/a]                   80,443          
109.224.13.187  315 ms          [n/a]                   80,443          
109.224.13.181  317 ms          [n/a]                   80,443          
109.224.12.234  321 ms          [n/a]                   22              
109.224.13.182  329 ms          [n/a]                   80,443          
109.224.13.183  324 ms          [n/a]                   80,443          
109.224.13.190  329 ms          [n/a]                   80,443          
109.224.13.188  336 ms          [n/a]                   80,443          
109.224.13.184  334 ms          [n/a]                   80,443          
109.224.13.189  342 ms          [n/a]                   80,443          
109.224.14.4    391 ms          [n/a]                   22,80           
109.224.14.3    390 ms          [n/a]                   22,80           
109.224.14.24   374 ms          [n/a]                   80,443          
109.224.14.151  382 ms          earthlink.besmart1.com  21,22,80,443    
109.224.14.71   376 ms          [n/a]                   80,443          
109.224.14.55   383 ms          [n/a]                   80,443          
109.224.14.177  382 ms          mail.tamata.com         80,443          
109.224.14.2    375 ms          [n/a]                   22,80           
109.224.14.139  378 ms          [n/a]                   80,443          
109.224.14.163  380 ms          [n/a]                   80,443          
109.224.14.241  389 ms          mail.elcld.net          80,443          
109.224.14.246  394 ms          [n/a]                   80,443,3389     
109.224.14.243  393 ms          [n/a]                   22,8080         
109.224.14.240  395 ms          [n/a]                   80              
109.224.14.197  390 ms          [n/a]                   22,80,443       
109.224.16.74   333 ms          [n/a]                   23,80           
109.224.16.90   340 ms          [n/a]                   22,23           
109.224.16.99   340 ms          [n/a]                   22,80           
109.224.16.132  336 ms          [n/a]                   22,80,8080      
109.224.16.130  336 ms          [n/a]                   22,443          
109.224.16.234  332 ms          [n/a]                   22,23           
109.224.16.242  337 ms          [n/a]                   21-23           
109.224.16.246  336 ms          [n/a]                   22,23           
109.224.17.42   335 ms          [n/a]                   21,22,80        
109.224.17.21   340 ms          [n/a]                   443             
109.224.17.38   345 ms          [n/a]                   22,23           
109.224.17.66   325 ms          [n/a]                   21-23           
109.224.17.82   341 ms          [n/a]                   21-23,80        
109.224.17.74   330 ms          [n/a]                   80,443          
109.224.17.30   326 ms          [n/a]                   22              
109.224.17.202  340 ms          [n/a]                   21-23,80        
109.224.17.210  320 ms          [n/a]                   22,23,80        
109.224.17.212  321 ms          [n/a]                   80              
109.224.17.213  312 ms          [n/a]                   80              
109.224.17.211  324 ms          [n/a]                   80,443,3389     
109.224.17.218  318 ms          [n/a]                   443             
109.224.17.244  328 ms          [n/a]                   21-23,80        
109.224.18.90   332 ms          [n/a]                   21-23,80        
109.224.18.82   316 ms          [n/a]                   22,23,443       
109.224.18.83   319 ms          [n/a]                   22,23           
109.224.18.84   320 ms          [n/a]                   22,443          
109.224.18.138  323 ms          [n/a]                   23,80           
109.224.18.162  345 ms          [n/a]                   21-23,80        
109.224.18.202  320 ms          [n/a]                   22,80,443       
109.224.18.217  323 ms          [n/a]                   21-23,80        
109.224.20.130  331 ms          [n/a]                   21-23,80        
109.224.20.131  329 ms          [n/a]                   80,443,3389,8080
109.224.20.166  322 ms          [n/a]                   22,23           
109.224.21.46   341 ms          [n/a]                   22,23           
109.224.21.114  332 ms          [n/a]                   22              
109.224.21.178  326 ms          [n/a]                   21-23           
109.224.21.186  339 ms          [n/a]                   23              
109.224.22.30   338 ms          [n/a]                   22,80,443       
109.224.22.29   340 ms          [n/a]                   22,443,8080     
109.224.22.25   337 ms          [n/a]                   22,443          
109.224.22.36   335 ms          [n/a]                   22,23           
109.224.22.50   322 ms          [n/a]                   22,23,443       
109.224.22.34   337 ms          [n/a]                   22,23           
109.224.22.27   339 ms          [n/a]                   22,443          
109.224.22.35   342 ms          [n/a]                   22,23           
109.224.22.90   337 ms          [n/a]                   22,23           
109.224.22.113  328 ms          [n/a]                   22,80,443       
109.224.21.218  324 ms          [n/a]                   22              
109.224.22.130  331 ms          [n/a]                   22,23           
109.224.22.26   346 ms          [n/a]                   22,443          
109.224.22.210  323 ms          [n/a]                   23              
109.224.23.2    337 ms          [n/a]                   21-23,80        
109.224.23.22   333 ms          [n/a]                   21-23,80        
109.224.23.26   337 ms          [n/a]                   21-23,80        
109.224.23.50   314 ms          [n/a]                   22,23           
109.224.23.58   311 ms          [n/a]                   22,23           
109.224.23.66   318 ms          [n/a]                   22,80           
109.224.23.42   339 ms          [n/a]                   22              
109.224.23.86   338 ms          [n/a]                   22              
109.224.23.130  333 ms          [n/a]                   21-23,80        
109.224.23.122  335 ms          [n/a]                   22              
109.224.23.123  336 ms          [n/a]                   443             
109.224.23.146  331 ms          [n/a]                   22,23           
109.224.23.154  332 ms          [n/a]                   22,23           
109.224.23.164  330 ms          [n/a]                   22,23           
109.224.23.194  313 ms          [n/a]                   22,80,443       
109.224.23.195  314 ms          [n/a]                   22,80           
109.224.23.235  320 ms          [n/a]                   22              
109.224.24.6    343 ms          [n/a]                   80,443          
109.224.24.74   311 ms          [n/a]                   21-23,80        
109.224.24.54   344 ms          [n/a]                   8080            
109.224.24.210  328 ms          [n/a]                   21-23           
109.224.24.214  340 ms          [n/a]                   22,23           
109.224.24.243  336 ms          [n/a]                   22,23           
109.224.25.2    326 ms          [n/a]                   22,23           
109.224.25.34   334 ms          [n/a]                   22              
109.224.25.75   317 ms          [n/a]                   21-23,80        
109.224.25.70   332 ms          [n/a]                   22,23,80        
109.224.25.82   340 ms          [n/a]                   21-23,80        
109.224.25.122  336 ms          [n/a]                   21-23,80        
109.224.25.123  337 ms          [n/a]                   21-23,80        
109.224.25.132  340 ms          [n/a]                   21-23,80        
109.224.25.124  333 ms          [n/a]                   22              
109.224.25.153  325 ms          [n/a]                   22,23,80        
109.224.25.149  316 ms          [n/a]                   22,80           
109.224.25.147  320 ms          [n/a]                   22,80           
109.224.25.170  341 ms          [n/a]                   21-23           
109.224.25.178  334 ms          [n/a]                   21-23,80        
109.224.25.166  336 ms          [n/a]                   80,443          
109.224.25.173  344 ms          [n/a]                   80,443          
109.224.25.163  335 ms          [n/a]                   80              
109.224.25.172  341 ms          [n/a]                   443             
109.224.25.218  322 ms          [n/a]                   21-23,80        
109.224.26.27   324 ms          [n/a]                   21-23,80,443    
109.224.25.186  332 ms          [n/a]                   21-23           
109.224.26.129  328 ms          [n/a]                   22,23,80,443    
109.224.26.242  335 ms          [n/a]                   22,23           
109.224.27.26   338 ms          [n/a]                   22,80,443       
109.224.27.93   331 ms          [n/a]                   22,23,80,443    
109.224.27.115  325 ms          [n/a]                   21-23,80        
109.224.28.2    318 ms          [n/a]                   22,80,443       
109.224.28.22   342 ms          [n/a]                   21-23,80        
109.224.28.10   318 ms          [n/a]                   22              
109.224.28.14   328 ms          [n/a]                   22              
109.224.28.26   338 ms          [n/a]                   443             
109.224.29.42   332 ms          [n/a]                   22,23           
109.224.29.66   332 ms          [n/a]                   22,23,80        
109.224.29.228  319 ms          [n/a]                   22,23           
109.224.29.227  341 ms          [n/a]                   22,23           
109.224.29.235  339 ms          [n/a]                   22,23           
109.224.30.81   326 ms          [n/a]                   22              
109.224.30.130  339 ms          [n/a]                   23              
109.224.31.37   336 ms          [n/a]                   21-23,80        
109.224.31.12   348 ms          [n/a]                   80,443          
109.224.31.28   336 ms          [n/a]                   22,23           
109.224.31.14   344 ms          [n/a]                   22              
109.224.31.41   338 ms          [n/a]                   21,23,80        
109.224.31.19   341 ms          [n/a]                   22,23           
109.224.31.39   346 ms          [n/a]                   80,443          
109.224.31.69   340 ms          [n/a]                   22,23,80        
109.224.31.42   341 ms          [n/a]                   443,3389        
109.224.31.91   309 ms          [n/a]                   22,443          
109.224.31.90   312 ms          [n/a]                   80,443          
109.224.31.94   312 ms          [n/a]                   22,443          
109.224.31.98   328 ms          [n/a]                   22              
109.224.31.235  309 ms          [n/a]                   21,23,80,443    
109.224.32.38   323 ms          [n/a]                   22,23,80,8080   
109.224.32.66   315 ms          [n/a]                   22              
109.224.32.106  317 ms          [n/a]                   21-23,80        
109.224.32.118  313 ms          [n/a]                   22,443          
109.224.32.130  325 ms          [n/a]                   21-23,80        
109.224.32.138  338 ms          [n/a]                   21-23           
109.224.33.1    318 ms          [n/a]                   21-23,80        
109.224.32.238  310 ms          [n/a]                   21,23           
109.224.33.2    326 ms          [n/a]                   21-23,80        
109.224.32.235  325 ms          [n/a]                   22,443          
109.224.33.12   352 ms          [n/a]                   21              
109.224.33.50   308 ms          [n/a]                   21-23           
109.224.33.70   311 ms          [n/a]                   80,443          
109.224.33.109  327 ms          [n/a]                   21-23,80        
109.224.33.82   328 ms          [n/a]                   22              
109.224.33.107  334 ms          [n/a]                   443             
109.224.33.138  321 ms          [n/a]                   21-23,80,443    
109.224.33.123  310 ms          [n/a]                   22,443          
109.224.33.125  312 ms          [n/a]                   22,443          
109.224.33.134  329 ms          [n/a]                   21-23,80        
109.224.33.122  331 ms          [n/a]                   22,443          
109.224.33.130  308 ms          [n/a]                   80,443,3389     
109.224.33.174  305 ms          [n/a]                   21-23,80        
109.224.33.205  320 ms          [n/a]                   21,22           
109.224.33.204  330 ms          [n/a]                   22              
109.224.33.242  314 ms          [n/a]                   80              
109.224.34.6    295 ms          [n/a]                   80              
109.224.33.236  345 ms          [n/a]                   22              
109.224.34.26   341 ms          [n/a]                   21-23,80        
109.224.34.21   332 ms          [n/a]                   22              
109.224.34.58   325 ms          [n/a]                   21-23,80        
109.224.34.50   335 ms          [n/a]                   23,80           
109.224.34.54   318 ms          [n/a]                   23,80           
109.224.34.66   334 ms          [n/a]                   22,23           
109.224.34.88   303 ms          [n/a]                   22,80           
109.224.34.90   309 ms          [n/a]                   80              
109.224.34.122  329 ms          [n/a]                   21,22,80        
109.224.34.106  313 ms          [n/a]                   22              
109.224.34.138  305 ms          [n/a]                   21-23,80        
109.224.34.158  318 ms          [n/a]                   22,80,443       
109.224.34.210  317 ms          [n/a]                   21-23,80        
109.224.34.174  314 ms          [n/a]                   22              
109.224.34.178  329 ms          [n/a]                   80,443          
109.224.34.238  308 ms          [n/a]                   21-23,80        
109.224.34.225  292 ms          [n/a]                   8080            
109.224.34.241  305 ms          [n/a]                   22,80           
109.224.34.250  305 ms          [n/a]                   22,80,443       
109.224.34.251  319 ms          [n/a]                   80,443          
109.224.34.146  288 ms          [n/a]                   22              
109.224.36.18   309 ms          [n/a]                   21,22,80,443    
109.224.36.24   316 ms          [n/a]                   80,443          
109.224.36.43   312 ms          [n/a]                   22              
109.224.36.42   310 ms          [n/a]                   22              
109.224.36.44   319 ms          [n/a]                   22              
109.224.36.98   311 ms          [n/a]                   22,80,443       
109.224.36.115  311 ms          [n/a]                   21-23,80        
109.224.36.106  313 ms          [n/a]                   22,23           
109.224.36.102  306 ms          [n/a]                   22              
109.224.36.129  311 ms          [n/a]                   21,22,80,443    
109.224.36.173  312 ms          [n/a]                   22,80,443       
109.224.36.226  322 ms          [n/a]                   22              
109.224.36.125  309 ms          [n/a]                   21,23,80        
109.224.37.7    315 ms          [n/a]                   22,23           
109.224.37.37   302 ms          [n/a]                   22,23,80,443    
109.224.37.34   299 ms          [n/a]                   22,23,443       
109.224.37.38   304 ms          [n/a]                   443             
109.224.37.86   311 ms          [n/a]                   22,23,80,443    
109.224.37.66   313 ms          [n/a]                   22,23           
109.224.37.83   313 ms          [n/a]                   80,443          
109.224.37.82   317 ms          [n/a]                   23,80           
109.224.37.81   309 ms          [n/a]                   22              
109.224.37.87   311 ms          [n/a]                   22              
109.224.37.121  319 ms          [n/a]                   22,23,80,443    
109.224.37.108  325 ms          [n/a]                   22,23           
109.224.37.107  329 ms          [n/a]                   443             
109.224.37.94   316 ms          [n/a]                   21,80           
109.224.37.162  314 ms          [n/a]                   80              
109.224.37.206  310 ms          [n/a]                   21-23,80        
109.224.37.218  311 ms          [n/a]                   22,23,80        
109.224.37.242  311 ms          [n/a]                   21-23,80        
109.224.38.42   300 ms          [n/a]                   22,80           
109.224.38.44   305 ms          [n/a]                   80              
109.224.38.45   305 ms          [n/a]                   21              
109.224.38.46   305 ms          [n/a]                   80              
109.224.38.43   307 ms          [n/a]                   80              
109.224.38.196  310 ms          [n/a]                   22,23           
109.224.39.14   308 ms          [n/a]                   21,22,80        
109.224.39.18   308 ms          [n/a]                   22,23           
109.224.39.42   307 ms          [n/a]                   21-23,80        
109.224.39.65   307 ms          [n/a]                   22,23,80,443    
109.224.39.73   306 ms          [n/a]                   22,23,80,443    
109.224.39.116  307 ms          [n/a]                   80,3389,8080    
109.224.39.122  312 ms          [n/a]                   21,23,80        
109.224.39.117  305 ms          [n/a]                   22,23           
109.224.39.182  314 ms          [n/a]                   22,80,443       
109.224.39.222  306 ms          [n/a]                   22,443          
109.224.39.220  312 ms          [n/a]                   21              
109.224.39.245  316 ms          [n/a]                   21-23           
109.224.39.250  321 ms          [n/a]                   80,443          
109.224.39.247  320 ms          [n/a]                   22,23           
109.224.39.248  323 ms          [n/a]                   23              
109.224.41.12   311 ms          [n/a]                   80,443          
109.224.41.15   308 ms          [n/a]                   80,443          
109.224.41.14   309 ms          [n/a]                   80,443          
109.224.41.16   312 ms          [n/a]                   80,443          
109.224.41.13   315 ms          [n/a]                   80,443          
109.224.41.17   327 ms          [n/a]                   80,443          
109.224.41.18   330 ms          [n/a]                   80,443          
109.224.41.55   297 ms          [n/a]                   80,443          
109.224.41.19   334 ms          [n/a]                   80,443          
109.224.41.57   301 ms          [n/a]                   80,443          
109.224.41.56   305 ms          [n/a]                   80,443          
109.224.41.59   301 ms          [n/a]                   80,443          
109.224.41.58   306 ms          [n/a]                   80,443          
109.224.41.54   302 ms          [n/a]                   80,443          
109.224.41.60   310 ms          [n/a]                   80,443          
109.224.41.61   312 ms          [n/a]                   80,443          
109.224.41.208  295 ms          [n/a]                   80,443          
109.224.41.206  296 ms          [n/a]                   80,443          
109.224.41.210  296 ms          [n/a]                   80,443          
109.224.41.207  299 ms          [n/a]                   80,443          
109.224.41.205  300 ms          [n/a]                   80,443          
109.224.41.204  300 ms          [n/a]                   80,443          
109.224.41.209  303 ms          [n/a]                   80,443          
109.224.41.211  300 ms          [n/a]                   80,443          
109.224.41.250  312 ms          [n/a]                   80,443          
109.224.41.253  314 ms          [n/a]                   80,443          
109.224.41.247  316 ms          [n/a]                   80,443          
109.224.41.248  313 ms          [n/a]                   80,443          
109.224.41.252  317 ms          [n/a]                   80,443          
109.224.41.251  317 ms          [n/a]                   80,443          
109.224.41.249  318 ms          [n/a]                   80,443          
109.224.41.246  318 ms          [n/a]                   80,443          
109.224.43.22   322 ms          [n/a]                   80              
109.224.43.21   321 ms          [n/a]                   22              
109.224.43.34   325 ms          [n/a]                   80              
109.224.43.42   323 ms          [n/a]                   22              
109.224.43.90   330 ms          [n/a]                   21-23,80        
109.224.43.54   328 ms          [n/a]                   22              
109.224.43.102  328 ms          [n/a]                   21-23,80        
109.224.43.74   333 ms          [n/a]                   443             
109.224.43.70   339 ms          [n/a]                   22              
109.224.43.65   345 ms          [n/a]                   22              
109.224.43.94   322 ms          [n/a]                   22              
109.224.43.98   323 ms          [n/a]                   22              
109.224.43.118  339 ms          [n/a]                   22              
109.224.43.122  341 ms          [n/a]                   23              
109.224.43.130  323 ms          [n/a]                   22              
109.224.43.134  338 ms          [n/a]                   80              
109.224.43.166  325 ms          [n/a]                   21-23,80        
109.224.43.154  328 ms          [n/a]                   22              
109.224.43.158  337 ms          [n/a]                   22              
109.224.43.138  336 ms          [n/a]                   21-23,80,3389   
109.224.43.194  325 ms          [n/a]                   80,443,8080     
109.224.43.229  319 ms          [n/a]                   21-23,80        
109.224.43.198  330 ms          [n/a]                   443             
109.224.43.221  328 ms          [n/a]                   23,80           
109.224.43.230  325 ms          [n/a]                   80,443          
109.224.43.225  323 ms          [n/a]                   443             
109.224.43.245  328 ms          [n/a]                   21-23,80        
109.224.43.126  332 ms          [n/a]                   23              
109.224.43.238  329 ms          [n/a]                   80,443,3389     
109.224.43.190  326 ms          [n/a]                   21,80           
109.224.45.27   333 ms          [n/a]                   21-23,80        
109.224.45.54   324 ms          [n/a]                   21-23,80        
109.224.45.26   325 ms          [n/a]                   21,22           
109.224.45.84   326 ms          [n/a]                   21-23,80        
109.224.45.28   328 ms          [n/a]                   21-23,80,443    
109.224.45.30   330 ms          [n/a]                   21-23,80        
109.224.45.122  324 ms          [n/a]                   21,23           
109.224.45.180  339 ms          [n/a]                   21-23,80,443,455,5900,8080
109.224.45.133  349 ms          [n/a]                   22,3389         
109.224.45.131  346 ms          [n/a]                   22              
109.224.45.181  340 ms          [n/a]                   21-23,80        
109.224.45.186  344 ms          [n/a]                   21-23,80        
109.224.45.171  337 ms          [n/a]                   21,22           
109.224.45.202  315 ms          [n/a]                   21-23,443       
109.224.45.198  321 ms          [n/a]                   80              
109.224.45.194  324 ms          [n/a]                   22              
109.224.45.210  328 ms          [n/a]                   22              
109.224.45.154  345 ms          [n/a]                   21-23,80        
109.224.45.250  329 ms          [n/a]                   21-23,80        
109.224.45.234  336 ms          [n/a]                   22              
109.224.45.218  328 ms          [n/a]                   21-23,80        
109.224.46.154  307 ms          mail.iw.iq              443             
109.224.46.116  317 ms          [n/a]                   21-23,80        
109.224.46.118  317 ms          [n/a]                   21-23           
109.224.46.125  311 ms          [n/a]                   22,443          
109.224.46.210  320 ms          [n/a]                   22,23           
109.224.47.10   329 ms          [n/a]                   22,23           
109.224.47.2    334 ms          [n/a]                   22              
109.224.46.163  305 ms          [n/a]                   80,3389,8080    
109.224.47.50   324 ms          [n/a]                   21-23,80        
109.224.47.74   319 ms          [n/a]                   22,23           
109.224.47.98   329 ms          [n/a]                   22              
109.224.47.106  332 ms          [n/a]                   22              
109.224.47.140  334 ms          exch.al-bahja.com       80,443,3389     
109.224.47.147  337 ms          [n/a]                   21-23,80        
109.224.47.146  335 ms          [n/a]                   21-23,80        
109.224.47.138  331 ms          [n/a]                   80,443          
109.224.47.149  339 ms          [n/a]                   21,80,443       
109.224.47.139  331 ms          [n/a]                   3389            
109.224.47.210  321 ms          [n/a]                   21-23,80        
109.224.48.42   341 ms          [n/a]                   22,23           
109.224.48.230  329 ms          [n/a]                   22,23,80        
109.224.49.68   363 ms          [n/a]                   22,23,80        
109.224.49.146  326 ms          [n/a]                   22,80           
109.224.49.171  301 ms          [n/a]                   21-23,80        
109.224.49.162  315 ms          [n/a]                   22,23           
109.224.49.174  310 ms          [n/a]                   443             
109.224.50.21   327 ms          [n/a]                   21,22           
109.224.50.118  308 ms          [n/a]                   22,23           
109.224.50.156  336 ms          [n/a]                   21-23,80        
109.224.50.155  338 ms          [n/a]                   22,443          
109.224.50.164  332 ms          [n/a]                   22,23           
109.224.50.190  326 ms          [n/a]                   21-23,80        
109.224.50.165  327 ms          [n/a]                   22              
109.224.51.10   313 ms          [n/a]                   22,23           
109.224.51.30   316 ms          [n/a]                   21-23           
109.224.51.71   332 ms          [n/a]                   80,443          
109.224.51.67   337 ms          [n/a]                   443             
109.224.51.154  340 ms          [n/a]                   21-23,80,443    
109.224.51.210  329 ms          [n/a]                   22,23           
109.224.51.250  317 ms          [n/a]                   22,23           
109.224.52.58   325 ms          [n/a]                   22,23           
109.224.52.150  327 ms          [n/a]                   22              
109.224.52.190  326 ms          [n/a]                   22,23           
109.224.53.34   303 ms          [n/a]                   21-23,443       
109.224.53.90   328 ms          [n/a]                   22,23           
109.224.53.140  349 ms          [n/a]                   443,3389,5900,8080
109.224.53.131  348 ms          [n/a]                   21-23,80        
109.224.53.139  356 ms          [n/a]                   80,443,3389,8080
109.224.53.125  331 ms          [n/a]                   22              
109.224.53.142  338 ms          [n/a]                   80              
109.224.53.186  310 ms          [n/a]                   22,23           
109.224.53.194  309 ms          [n/a]                   443             
109.224.53.196  313 ms          [n/a]                   443             
109.224.54.42   332 ms          [n/a]                   21-23,80,443    
